item_id,pilar,tipo,texto,empresa_id,empresa_nome,setor,porte,regiao,maturidade_ia,cobertura,cobertura_score,roadmap,decisao,resposta,comentario
5.4,5,Expectativa,Pontos de aprovação e controle humano,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,Backlog,Comprar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Pontos de aprovação e controle humano» (gap típico do posicionamento atual). No pilar, ênfase em soberania; controles enterprise ainda emergentes. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
5.5,5,Expectativa,Camada compartilhada de memória e contexto corporativo,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,Backlog,Híbrido,,"Cobertura Parcial: há peças úteis para «Camada compartilhada de memória e contexto corporativo», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, ênfase em soberania; controles enterprise ainda emergentes. Roadmap «Backlog» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
5.6,5,Expectativa,Roteamento e abstração entre diferentes LLMs,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,—,Híbrido,,"Cobertura Parcial: há peças úteis para «Roteamento e abstração entre diferentes LLMs», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, ênfase em soberania; controles enterprise ainda emergentes. Roadmap «—» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
5.A1,5,Avançado,"Orquestração de agentes, subagentes e sistemas de terceiros",e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,—,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Orquestração de agentes, subagentes e sistemas de terceiros» (gap típico do posicionamento atual). No pilar, ênfase em soberania; controles enterprise ainda emergentes. Roadmap «—» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
5.A2,5,Avançado,Transferência de tarefas e contexto entre agentes,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,Em curso,Construir,,"Cobertura Parcial: há peças úteis para «Transferência de tarefas e contexto entre agentes», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, ênfase em soberania; controles enterprise ainda emergentes. Roadmap «Em curso» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
5.A3,5,Avançado,Memória persistente entre sessões,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,—,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Memória persistente entre sessões» (gap típico do posicionamento atual). No pilar, ênfase em soberania; controles enterprise ainda emergentes. Roadmap «—» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
5.A4,5,Avançado,Otimização proativa dos fluxos de trabalho,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Otimização proativa dos fluxos de trabalho» (gap típico do posicionamento atual). No pilar, ênfase em soberania; controles enterprise ainda emergentes. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
5.A5,5,Avançado,Roteamento dinâmico de modelos e gestão de cargas,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,—,Híbrido,,"Cobertura Parcial: há peças úteis para «Roteamento dinâmico de modelos e gestão de cargas», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, ênfase em soberania; controles enterprise ainda emergentes. Roadmap «—» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
5.A6,5,Avançado,Redes dinâmicas de agentes conforme a necessidade,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,—,Comprar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Redes dinâmicas de agentes conforme a necessidade» (gap típico do posicionamento atual). No pilar, ênfase em soberania; controles enterprise ainda emergentes. Roadmap «—» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.1,6,Expectativa,Plano de controle centralizado para agentes e aplicações,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Tem,1,Feito,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Plano de controle centralizado para agentes e aplicações». No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «Feito» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.2,6,Expectativa,"Visibilidade sobre agentes, ferramentas, modelos e acessos",e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Visibilidade sobre agentes, ferramentas, modelos e acessos» (gap típico do posicionamento atual). No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.3,6,Expectativa,"Logs de auditoria, rastreabilidade e transparência",e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Logs de auditoria, rastreabilidade e transparência», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.4,6,Expectativa,RBAC para pessoas e agentes,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,—,Construir,,"Cobertura Não tem: não há evidência clara de suporte nativo a «RBAC para pessoas e agentes» (gap típico do posicionamento atual). No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «—» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.5,6,Expectativa,Pontuação de confiança para resultados e fluxos agentic,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,Em curso,Construir,,"Cobertura Parcial: há peças úteis para «Pontuação de confiança para resultados e fluxos agentic», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «Em curso» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.6,6,Expectativa,Controle de custos (roteamento de modelos e gestão de contexto),e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Tem,1,Feito,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Controle de custos (roteamento de modelos e gestão de contexto)». No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «Feito» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.A1,6,Avançado,Acompanhamento de ROI das aplicações de IA,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,Em curso,Construir,,"Cobertura Parcial: há peças úteis para «Acompanhamento de ROI das aplicações de IA», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «Em curso» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.A2,6,Avançado,Regras comuns de governança para agentes internos e de terceiros,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,Backlog,Construir,,"Cobertura Parcial: há peças úteis para «Regras comuns de governança para agentes internos e de terceiros», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «Backlog» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.A3,6,Avançado,"Controle granular por usuário, agente, aplicação e ambiente",e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,Backlog,Construir,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Controle granular por usuário, agente, aplicação e ambiente» (gap típico do posicionamento atual). No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «Backlog» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.A4,6,Avançado,Monitoramento contínuo dos fluxos dos agentes,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,—,Construir,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Monitoramento contínuo dos fluxos dos agentes» (gap típico do posicionamento atual). No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «—» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.A5,6,Avançado,"Descoberta, identificação, pesquisa e catalogação de agentes",e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,—,Híbrido,,"Cobertura Parcial: há peças úteis para «Descoberta, identificação, pesquisa e catalogação de agentes», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «—» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.A6,6,Avançado,"Registro de endpoints, ferramentas, modelos, dados e permissões",e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,Backlog,Híbrido,,"Cobertura Parcial: há peças úteis para «Registro de endpoints, ferramentas, modelos, dados e permissões», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «Backlog» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
6.A7,6,Avançado,Gestão centralizada do ciclo de vida e da frota de agentes,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,Backlog,Comprar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Gestão centralizada do ciclo de vida e da frota de agentes» (gap típico do posicionamento atual). No pilar, edge-friendly; não plataforma SaaS industrial completa. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
7.1,7,Expectativa,Marketplace de agentes e componentes pré-construídos,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,—,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Marketplace de agentes e componentes pré-construídos» (gap típico do posicionamento atual). No pilar, sem evidência de MES/CMMS/OT nativos. Roadmap «—» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
7.2,7,Expectativa,Integração nativa de aplicações de terceiros,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,Backlog,Híbrido,,"Cobertura Parcial: há peças úteis para «Integração nativa de aplicações de terceiros», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, sem evidência de MES/CMMS/OT nativos. Roadmap «Backlog» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
7.3,7,Expectativa,"Arquitetura para entrega, implantação e sustentação",e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,Em curso,Construir,,"Cobertura Parcial: há peças úteis para «Arquitetura para entrega, implantação e sustentação», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, sem evidência de MES/CMMS/OT nativos. Roadmap «Em curso» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
7.4,7,Expectativa,"Suporte de especialistas, arquitetos e equipes de implantação",e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,—,Híbrido,,"Cobertura Parcial: há peças úteis para «Suporte de especialistas, arquitetos e equipes de implantação», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, sem evidência de MES/CMMS/OT nativos. Roadmap «—» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
7.5,7,Expectativa,Componentes reutilizáveis para acelerar casos de uso,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,Backlog,Comprar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Componentes reutilizáveis para acelerar casos de uso» (gap típico do posicionamento atual). No pilar, sem evidência de MES/CMMS/OT nativos. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
7.A1,7,Avançado,Fluxos específicos por indústria e processo,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Fluxos específicos por indústria e processo» (gap típico do posicionamento atual). No pilar, sem evidência de MES/CMMS/OT nativos. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
7.A2,7,Avançado,Aplicações replicáveis com arquiteturas otimizadas,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,Backlog,Construir,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Aplicações replicáveis com arquiteturas otimizadas» (gap típico do posicionamento atual). No pilar, sem evidência de MES/CMMS/OT nativos. Roadmap «Backlog» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
7.A3,7,Avançado,Skills pré-construídas incorporáveis aos agentes,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Parcial,0.5,Em curso,Comprar,,"Cobertura Parcial: há peças úteis para «Skills pré-construídas incorporáveis aos agentes», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, sem evidência de MES/CMMS/OT nativos. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
7.A4,7,Avançado,Modelos especializados/ajustados por domínio,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,—,Construir,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Modelos especializados/ajustados por domínio» (gap típico do posicionamento atual). No pilar, sem evidência de MES/CMMS/OT nativos. Roadmap «—» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
7.A5,7,Avançado,"Serviços para manutenção, qualidade, produção, energia, logística, segurança",e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Serviços para manutenção, qualidade, produção, energia, logística, segurança» (gap típico do posicionamento atual). No pilar, sem evidência de MES/CMMS/OT nativos. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Volland (memória agentic). Avaliação heurística com base em materiais públicos — validar em POC."
S.1,sintese,Inventario,Quais agentes existem?,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,Não tem,0,—,—,Fonte: https://github.com/Volland/Volland,Volland (memória agentic): item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: stack de memória agentic / LadybugDB — não 'Volland OS' industrial. Fonte pública: https://github.com/Volland/Volland
S.2,sintese,Inventario,Onde estão sendo executados?,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,—,0,—,—,"NÃO é “Volland OS” industrial. Stack pública: memória agentic, knowledge graphs, LadybugDB, Hybrid Graph RAG, soberania/edge. Sem evidência de plataforma industrial completa.",Volland (memória agentic): item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: stack de memória agentic / LadybugDB — não 'Volland OS' industrial. Fonte pública: https://github.com/Volland/Volland
S.3,sintese,Inventario,Quem é responsável por cada agente?,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,—,0,—,—,Fonte: https://github.com/Volland/Volland,Volland (memória agentic): item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: stack de memória agentic / LadybugDB — não 'Volland OS' industrial. Fonte pública: https://github.com/Volland/Volland
S.4,sintese,Inventario,"Quais dados, APIs e ferramentas podem acessar?",e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,—,0,—,—,Fonte: https://github.com/Volland/Volland,Volland (memória agentic): item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: stack de memória agentic / LadybugDB — não 'Volland OS' industrial. Fonte pública: https://github.com/Volland/Volland
S.5,sintese,Inventario,Quais modelos utilizam?,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,—,0,—,—,Fonte: https://github.com/Volland/Volland,Volland (memória agentic): item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: stack de memória agentic / LadybugDB — não 'Volland OS' industrial. Fonte pública: https://github.com/Volland/Volland
S.6,sintese,Inventario,Como estão performando?,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,—,0,—,—,Fonte: https://github.com/Volland/Volland,Volland (memória agentic): item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: stack de memória agentic / LadybugDB — não 'Volland OS' industrial. Fonte pública: https://github.com/Volland/Volland
S.7,sintese,Inventario,Quanto estão custando?,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,—,0,—,—,Fonte: https://github.com/Volland/Volland,Volland (memória agentic): item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: stack de memória agentic / LadybugDB — não 'Volland OS' industrial. Fonte pública: https://github.com/Volland/Volland
S.8,sintese,Inventario,Quais riscos apresentam?,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,—,0,—,—,Fonte: https://github.com/Volland/Volland,Volland (memória agentic): item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: stack de memória agentic / LadybugDB — não 'Volland OS' industrial. Fonte pública: https://github.com/Volland/Volland
S.9,sintese,Inventario,Qual valor geram para o negócio?,e03,Volland (Agentic Memory / LadybugDB),Memória agentic / Edge,Média,Global,emergente,—,0,—,—,Fonte: https://github.com/Volland/Volland,Volland (memória agentic): item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: stack de memória agentic / LadybugDB — não 'Volland OS' industrial. Fonte pública: https://github.com/Volland/Volland
1.1,1,Expectativa,Conectores pré-construídos para aplicações e sistemas corporativos,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,Backlog,Comprar,,"Cobertura Parcial: há peças úteis para «Conectores pré-construídos para aplicações e sistemas corporativos», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, contexto CRM/Data Cloud forte; OT/MES via integração. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
1.2,1,Expectativa,"Integração com sistemas de registro (ERP, CRM, MES, CMMS, data platforms)",e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Tem,1,Feito,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Integração com sistemas de registro (ERP, CRM, MES, CMMS, data platforms)». No pilar, contexto CRM/Data Cloud forte; OT/MES via integração. Roadmap «Feito» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
1.3,1,Expectativa,"Pipelines robustos de ingestão, tratamento e normalização",e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Tem,1,Feito,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Pipelines robustos de ingestão, tratamento e normalização». No pilar, contexto CRM/Data Cloud forte; OT/MES via integração. Roadmap «Feito» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
1.4,1,Expectativa,Controle de acesso baseado em funções para pessoas e agentes,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Controle de acesso baseado em funções para pessoas e agentes». No pilar, contexto CRM/Data Cloud forte; OT/MES via integração. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
1.5,1,Expectativa,Cache de memória e reutilização de contexto entre interações,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Não tem,0,—,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Cache de memória e reutilização de contexto entre interações» (gap típico do posicionamento atual). No pilar, contexto CRM/Data Cloud forte; OT/MES via integração. Roadmap «—» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
1.A1,1,Avançado,Knowledge graph e mecanismo de contexto corporativo,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,Backlog,Comprar,,"Cobertura Parcial: há peças úteis para «Knowledge graph e mecanismo de contexto corporativo», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, contexto CRM/Data Cloud forte; OT/MES via integração. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
1.A2,1,Avançado,Taxonomias e ontologias por indústria/domínio,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Não tem,0,—,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Taxonomias e ontologias por indústria/domínio» (gap típico do posicionamento atual). No pilar, contexto CRM/Data Cloud forte; OT/MES via integração. Roadmap «—» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
1.A3,1,Avançado,"Melhoria automática de qualidade, consistência e enriquecimento",e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,Backlog,Construir,,"Cobertura Parcial: há peças úteis para «Melhoria automática de qualidade, consistência e enriquecimento», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, contexto CRM/Data Cloud forte; OT/MES via integração. Roadmap «Backlog» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
1.A4,1,Avançado,Memória persistente e compartilhamento de contexto entre agentes,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,—,Híbrido,,"Cobertura Parcial: há peças úteis para «Memória persistente e compartilhamento de contexto entre agentes», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, contexto CRM/Data Cloud forte; OT/MES via integração. Roadmap «—» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
1.A5,1,Avançado,Enriquecimento dos agentes com conhecimento corporativo e domínio,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,Em curso,Comprar,,"Cobertura Parcial: há peças úteis para «Enriquecimento dos agentes com conhecimento corporativo e domínio», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, contexto CRM/Data Cloud forte; OT/MES via integração. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
2.1,2,Expectativa,Agent Studio com interface em linguagem natural,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Tem,1,Feito,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Agent Studio com interface em linguagem natural». No pilar, lifecycle de agentes nativo Atlas/Agentforce. Roadmap «Feito» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
2.2,2,Expectativa,Suporte low-code e code-first,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Tem,1,Feito,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Suporte low-code e code-first». No pilar, lifecycle de agentes nativo Atlas/Agentforce. Roadmap «Feito» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
2.3,2,Expectativa,Modelos reutilizáveis de agentes e fluxos de trabalho,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Tem,1,Feito,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Modelos reutilizáveis de agentes e fluxos de trabalho». No pilar, lifecycle de agentes nativo Atlas/Agentforce. Roadmap «Feito» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
